,upper,lower,power
2011-01-01 00:00:00,0.0029820000000000714,-0.0029820000000000714,0.0029820000000000714
2011-01-01 00:15:00,0.0029820000000000714,-0.0029820000000000714,0.0029820000000000714
2011-01-01 00:30:00,0.0029820000000000714,-0.0029820000000000714,0.0029820000000000714
2011-01-01 00:45:00,0.0029820000000000714,-0.0029820000000000714,0.0029820000000000714
2011-01-01 01:00:00,0.0029820000000000714,-0.0029820000000000714,0.0029820000000000714
2011-01-01 01:15:00,0.0029820000000000714,-0.0029820000000000714,0.0029820000000000714
2011-01-01 01:30:00,0.009097424563176948,-0.0029820000000000714,0.03598199982118727
2011-01-01 01:45:00,0.011263042915767954,-0.0029820000000000714,0.03598199982118727
2011-01-01 02:00:00,0.011263042915767954,-0.0029820000000000714,0.03598199982118727
2011-01-01 02:15:00,0.013738042902356909,-0.0029820000000000714,0.04698199976158263
2011-01-01 02:30:00,0.020127693709607975,-0.0029820000000000714,0.07268199964349092
2011-01-01 02:45:00,0.024523532594710563,-0.0029820000000000714,0.07268199964349092
2011-01-01 03:00:00,0.030306032620527237,-0.0029820000000000714,0.08368199958388628
2011-01-01 03:15:00,0.03653170237705976,-0.0029820000000000714,0.09468199952428163
2011-01-01 03:30:00,0.039913234062650516,-0.0029820000000000714,0.09468199952428163
2011-01-01 03:45:00,0.04191581694797547,-0.0029820000000000714,0.09468199952428163
2011-01-01 04:00:00,0.053998317331233336,-0.0029820000000000714,0.1446820002693397
2011-01-01 04:15:00,0.07254117645245911,-0.0029820000000000714,0.17768200009052576
2011-01-01 04:30:00,0.08822742831583069,-0.0029820000000000714,0.24738199973401548
2011-01-01 04:45:00,0.1109700534671259,-0.0029820000000000714,0.33038200030025466
2011-01-01 05:00:00,0.12771089164928467,-0.0029820000000000714,0.3523820001810454
2011-01-01 05:15:00,0.14316913450059415,-0.0029820000000000714,0.39638199994262635
2011-01-01 05:30:00,0.18474835121926786,-0.0029820000000000714,0.5723819989889478
2011-01-01 05:45:00,0.26390913762773116,-0.0029820000000000714,0.8547819975010817
2011-01-01 06:00:00,0.3945570574669711,-0.002149500005569244,1.2105819956577948
2011-01-01 06:15:00,0.5300094277427102,-0.0013170000111385628,1.448981993709823
2011-01-01 06:30:00,0.689714677451796,-0.0004844999585002349,1.7703819930265885
2011-01-01 06:45:00,0.8964431506993001,0.0025975817752369647,2.3141819924294476
2011-01-01 07:00:00,1.143665540492316,0.005905081989087093,3.038681992673508
2011-01-01 07:15:00,1.4169635733651427,0.01130902724068864,3.7230819907218495
2011-01-01 07:30:00,1.7865304013775922,0.019167786062072256,4.801981990103844
2011-01-01 07:45:00,2.185481029848231,0.043166082183207284,5.676881990040902
2011-01-01 08:00:00,2.550128575350767,0.07475235427225094,6.3480819858324455
2011-01-01 08:15:00,2.9269513867857695,0.10681386397297568,7.010781982326214
2011-01-01 08:30:00,3.2998074696461743,0.13943620358438305,7.578881982592206
2011-01-01 08:45:00,3.647731658706184,0.16343072729611838,7.94468197912844
2011-01-01 09:00:00,3.940213399584621,0.2031922934602068,8.281681979651813
2011-01-01 09:15:00,4.210317719897017,0.24812347145595656,8.614081977977623
2011-01-01 09:30:00,4.470558176917722,0.2980405316684265,8.902481977706023
2011-01-01 09:45:00,4.672632423980869,0.3592643072533833,9.060181977105499
2011-01-01 10:00:00,4.831838581822127,0.4211185380172421,9.137181976455429
2011-01-01 10:15:00,4.955672462174448,0.5107663474138837,9.18118197621701
2011-01-01 10:30:00,5.086254516378292,0.5937587564021547,9.11898197687155
2011-01-01 10:45:00,5.22463120490477,0.6881191154370554,9.216681976680796
2011-01-01 11:00:00,5.333733229950784,0.7666671529059105,9.143381978030467
2011-01-01 11:15:00,5.454979180469428,0.8676433403361125,9.27548197737817
2011-01-01 11:30:00,5.571347700834052,0.9733510538116749,9.275581977906791
2011-01-01 11:45:00,5.683730761806253,1.105056346748796,9.359981977491797
2011-01-01 12:00:00,5.813479739876235,1.1953157956249643,9.286681977677322
2011-01-01 12:15:00,5.94102073407896,1.3323831331854181,9.393081977143089
2011-01-01 12:30:00,6.064247598342396,1.4822953428320038,9.418881976855106
2011-01-01 12:45:00,6.222528639127779,1.6652950685074859,9.63918197585184
2011-01-01 13:00:00,6.372419305838936,1.8125907769481433,9.418181975017397
2011-01-01 13:15:00,6.532329416479291,1.9501982148199366,9.555181973026198
2011-01-01 13:30:00,6.700659428194001,2.104286598105336,9.61898197244768
2011-01-01 13:45:00,6.86671426525042,2.305281730134094,9.566681971185957
2011-01-01 14:00:00,7.043990553351391,2.460957771143505,9.313981970184638
2011-01-01 14:15:00,7.2245357329321935,2.6219856645711594,9.350681970006946
2011-01-01 14:30:00,7.400950024714026,2.821474272472145,9.392381970183127
2011-01-01 14:45:00,7.58023155264722,3.036731515892769,9.413181971403908
2011-01-01 15:00:00,7.778290795098782,3.167953172784046,9.162781969987966
2011-01-01 15:15:00,7.988730948063839,3.3525514750526124,9.382881968625966
2011-01-01 15:30:00,8.229458969721378,3.575609561687021,9.659181970049731
2011-01-01 15:45:00,8.43880047276084,3.8258564090178218,9.657081968494763
2011-01-01 16:00:00,8.634250346333054,4.024451169576345,9.438581969234312
2011-01-01 16:15:00,8.83080069987967,4.259438315040735,9.558281970088462
2011-01-01 16:30:00,9.071377605427289,4.516013293081317,9.743081968388552
2011-01-01 16:45:00,9.303144521307397,4.76559334219008,9.76878196850327
2011-01-01 17:00:00,9.552672722313227,4.954811774552463,9.547681968071497
2011-01-01 17:15:00,9.78333905146607,5.15636687508036,9.584581968019668
