,upper,lower,power
2011-01-01 00:00:00,0.0016659999999999592,-0.0016659999999999592,0.0016659999999999592
2011-01-01 00:15:00,0.0016659999999999592,-0.0016659999999999592,0.0016659999999999592
2011-01-01 00:30:00,0.0016659999999999592,-0.0016659999999999592,0.0016659999999999592
2011-01-01 00:45:00,0.0016659999999999592,-0.0016659999999999592,0.0016659999999999592
2011-01-01 01:00:00,0.0016659999999999592,-0.0016659999999999592,0.0016659999999999592
2011-01-01 01:15:00,0.0016659999999999592,-0.0016659999999999592,0.0016659999999999592
2011-01-01 01:30:00,0.0016659999999999592,-0.0016659999999999592,0.0016659999999999592
2011-01-01 01:45:00,0.0016659999999999592,-0.0016659999999999592,0.0016659999999999592
2011-01-01 02:00:00,0.0016659999999999592,-0.0016659999999999592,0.0016659999999999592
2011-01-01 02:15:00,0.0016659999999999592,-0.0016659999999999592,0.0016659999999999592
2011-01-01 02:30:00,0.0016659999999999592,-0.0016659999999999592,0.0016659999999999592
2011-01-01 02:45:00,0.0016659999999999592,-0.0016659999999999592,0.0016659999999999592
2011-01-01 03:00:00,0.0016659999999999592,-0.0016659999999999592,0.0016659999999999592
2011-01-01 03:15:00,0.006615999973177897,-0.0016659999999999592,0.02366599988079081
2011-01-01 03:30:00,0.008245345150384954,-0.0016659999999999592,0.02736599988190842
2011-01-01 03:45:00,0.011552845131404648,-0.0016659999999999592,0.03836599982230372
2011-01-01 04:00:00,0.02653600299152001,-0.0016659999999999592,0.09336599952428111
2011-01-01 04:15:00,0.04004428442920041,-0.0016659999999999592,0.11536599940507182
2011-01-01 04:30:00,0.049365125367217315,-0.0016659999999999592,0.11536599940507182
2011-01-01 04:45:00,0.05834612879323269,-0.0016659999999999592,0.13736599928586252
2011-01-01 05:00:00,0.07616866275554951,-0.0016659999999999592,0.1923659989878393
2011-01-01 05:15:00,0.09535170451624747,-0.0016659999999999592,0.2363659987494207
2011-01-01 05:30:00,0.12487500545455575,-0.0016659999999999592,0.3133659983321795
2011-01-01 05:45:00,0.18999776733460336,-0.0016659999999999592,0.5907659978873779
2011-01-01 06:00:00,0.2709748463274755,-0.0016659999999999592,0.8607659974403571
2011-01-01 06:15:00,0.383320466909814,-0.0016659999999999592,1.2795660005684752
2011-01-01 06:30:00,0.5332751387066889,-0.0016659999999999592,1.8050659963663294
2011-01-01 06:45:00,0.7170359912596505,0.010612369977139347,2.2621659949689747
2011-01-01 07:00:00,0.9249386297341349,0.02641700650212856,2.7560659936897376
2011-01-01 07:15:00,1.1495944061933894,0.04681533074119629,3.2217659914203027
2011-01-01 07:30:00,1.3826676195056813,0.048475879803049376,3.5811659937061533
2011-01-01 07:45:00,1.6271635947085548,0.053750937539120545,4.113965992237279
2011-01-01 08:00:00,1.8604342831566523,0.06575033564524758,4.470765991722078
2011-01-01 08:15:00,2.1188311998301725,0.0872378356835948,4.977865987810161
2011-01-01 08:30:00,2.3268429017660877,0.10141321573985312,5.1268659880187775
2011-01-01 08:45:00,2.4901116136496766,0.12207072239482347,5.233165987188784
2011-01-01 09:00:00,2.627946208816762,0.14639505080060605,5.306465987468927
2011-01-01 09:15:00,2.7579779495753356,0.1898888737742932,5.445765986925782
2011-01-01 09:30:00,2.8571681310458166,0.2233828679856056,5.428765986234742
2011-01-01 09:45:00,2.9340112637763918,0.25853414178357065,5.469065985995206
2011-01-01 10:00:00,3.0009073726868367,0.28446900436768047,5.476465985997442
2011-01-01 10:15:00,3.0647442652297334,0.3099260978598308,5.53146598546659
2011-01-01 10:30:00,3.12988155492704,0.3425075139967962,5.597465984876132
